,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en.title,localizations.en.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
10,ixznXCdkNkQ,2023-06-22 17:22:55+00:00,"['autism', 'announcement', 'community', 'non-profit', 'the autism alliance', 'help', 'tips', 'resource']",77,Our Biggest Announcement Yet!,"Here is the link to The Autism Alliance website: https://theautismalliance.org/
Thanks everyone and let us know in the comments what you think about all of this!
#youtube #education #autism #autistic #ASD #spectrum 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",3961,373,0,153,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [3, 0, 0],
        [3, 0, 0],
        [3, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,46,8,39,1.9743589743589745,9.564102564102564,101.56410256410257,0.0941681393587478,Thursday,June,0,0,38,0.0,0.4926
11,I6y_vct2u6Q,2023-06-19 18:27:30+00:00,"['zion national park', 'survival', 'lost', 'help', 'tips', 'autism', 'hiking', 'river']",127,Autistic Son Lost at Zion National Park,"Our son took off in another direction without us knowing and got lost in Zion National Park. Fortunately, his mother caught up to him eventually before he got to the river entrance. Please leave a comment!
#youtube #education #nationalpark #zion #autism #autistic #asd 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",7468,426,0,223,false,public,"[array([[[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [3, 0, 0],
        [3, 0, 0],
        [3, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [3, 0, 0],
        [3, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 0, 2],
        [1, 0, 4],
        [1, 0, 4]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,57,8,42,3.0238095238095237,10.142857142857142,177.8095238095238,0.05704338510980182,Monday,June,0,0,39,-0.3182,-0.126
12,6mAkT-hns2w,2023-06-15 19:11:46+00:00,"['swim', 'swimming', 'help', 'lessons', 'utah', 'learning', 'safety', 'sensory']",49,Autistic Kid Swims 1st time!,"Our youngest son is finally learning to swim! This is huge for autism safety as many children on the spectrum are drawn to water for sensory input and they can easily be at risk when they don't know how to swim. Please leave a comment! 
#youtube #swimming #education #autism #autistic #asd 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",5538,303,0,323,false,public,"[array([[[ 0,  1, 19],
        [ 0,  2, 11],
        [ 0,  4,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  1, 12],
        [ 0,  1,  7],
        [ 0,  2,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  1,  4],
        [ 0,  0,  0],
        [ 3,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,5,65,8,46,1.065217391304348,6.586956521739131,120.3913043478261,0.05471289274106175,Thursday,June,0,1,38,0.0,0.7955
13,HJ1sFjhwuBI,2023-06-14 19:36:38+00:00,"['Shorts', 'YouTube', 'Fun', 'Autism', 'Guess', 'Forest', 'Autistic']",57,Where is Autism Family now?,We are now in a different location in the Western United States. Can you guess where this is?,7430,477,0,30,false,public,"[array([[[71, 62, 57],
        [71, 62, 57],
        [71, 62, 57],
        ...,
        [39, 34, 28],
        [40, 35, 29],
        [40, 35, 29]],

       [[71, 62, 57],
        [71, 62, 57],
        [71, 62, 57],
        ...,
        [38, 33, 27],
        [38, 33, 27],
        [38, 33, 27]],

       [[71, 62, 57],
        [71, 62, 57],
        [71, 62, 57],
        ...,
        [35, 30, 24],
        [35, 30, 24],
        [36, 31, 25]],

       ...,

       [[32, 32, 40],
        [32, 32, 40],
        [31, 31, 39],
        ...,
        [39, 31, 28],
        [40, 32, 29],
        [40, 32, 29]],

       [[32, 35, 44],
        [32, 35, 44],
        [31, 34, 43],
        ...,
        [46, 38, 35],
        [43, 35, 32],
        [40, 32, 29]],

       [[31, 35, 46],
        [31, 35, 46],
        [30, 34, 45],
        ...,
        [46, 38, 35],
        [43, 35, 32],
        [40, 32, 29]]], dtype=uint8)]",,,5,18,7,47,1.2127659574468086,10.148936170212766,158.08510638297872,0.06419919246298789,Wednesday,June,1,0,0,0.0,0.4215
14,UsQBonb5QRw,2023-06-11 01:05:54+00:00,"['Shorts', 'Autism', 'YouTube', 'Swimming', 'Palm trees', 'Fun']",82,Where is Autism Family? Can you guess?,Guess in the comments where we went for the weekend. We are teaching the boys to swim for survival skills. #shorts #youtube #autism #autistic #education,11468,600,0,27,false,public,"[array([[[10, 12, 11],
        [11, 13, 12],
        [13, 15, 14],
        ...,
        [25, 28, 17],
        [32, 35, 24],
        [38, 41, 30]],

       [[ 9, 11, 10],
        [10, 12, 11],
        [11, 13, 12],
        ...,
        [28, 31, 20],
        [29, 32, 21],
        [30, 33, 22]],

       [[ 8, 10,  9],
        [ 8, 10,  9],
        [ 8, 10,  7],
        ...,
        [31, 34, 23],
        [27, 30, 19],
        [23, 26, 15]],

       ...,

       [[25, 45, 46],
        [24, 44, 43],
        [24, 43, 41],
        ...,
        [57, 71, 71],
        [60, 74, 74],
        [62, 76, 76]],

       [[24, 45, 46],
        [25, 45, 44],
        [26, 45, 43],
        ...,
        [55, 69, 69],
        [53, 67, 67],
        [59, 73, 73]],

       [[24, 45, 46],
        [24, 46, 44],
        [25, 45, 43],
        ...,
        [55, 69, 69],
        [53, 67, 67],
        [59, 73, 73]]], dtype=uint8)]",,,7,25,6,51,1.607843137254902,11.764705882352942,224.86274509803923,0.05231949773282177,Sunday,June,1,0,5,0.0,0.0
15,WON7brbpKxQ,2023-06-09 18:06:10+00:00,"['fidget', 'sensory', 'headphones', 'medication', 'ipad', 'chew toy', 'ono roller', 'sunglasses', 'weighted blanket']",76,8 Crucial Items for Autism Travel,"When you're traveling with someone autistic, you may not want to leave home without these items. Are there other items we missed? Let us know in the comments. Thank you!
#youtube #education #travel #autism #autistic #tips #countdown 

ONO Roller (fidget toy from video) can be ordered here: http://bit.ly/3YwSbE8
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",5579,323,0,339,false,public,"[array([[[ 0, 11,  0],
        [ 0,  7,  0],
        [ 0,  1,  0],
        ...,
        [ 3,  0,  0],
        [ 3,  0,  0],
        [ 3,  0,  0]],

       [[ 0,  6,  0],
        [ 0,  4,  0],
        [ 1,  0,  0],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 6,  0,  0],
        [ 3,  0,  0],
        [ 3,  0,  0],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,6,62,9,52,1.4615384615384615,6.211538461538462,107.28846153846153,0.0578956802294318,Friday,June,0,1,41,0.0,0.2211
16,z9uoGvk9CEg,2023-06-07 18:17:46+00:00,"['garden', 'drums', 'stop motion', 'summer', 'play']",0,How Autistic Kids are Starting Summer,"Our boys have kicked off their hobbies and interest with full force. It's great to see them taking to their passions like this. Let us know what you think in the comments!
#youtube #fun #education #autism #autistic #asd 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",6219,348,0,258,false,public,"[array([[[0, 5, 0],
        [0, 4, 0],
        [0, 1, 4],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 1, 4],
        [0, 1, 4],
        [0, 0, 4],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[4, 0, 5],
        [1, 0, 5],
        [1, 0, 5],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,52,5,54,0.0,6.444444444444445,115.16666666666667,0.05595754944524843,Wednesday,June,0,0,38,0.0,0.92
17,3jvJX_jayLY,2023-06-05 18:29:13+00:00,"['car', 'ASD', 'lexus', 'lambo', 'sensory', 'hyundai', 'elantra', 'n-line']",64,Autistic Kid's Car Heaven,"In this high-sensory video, we take Ian and Alistair to a car show. Both of them love cars and this was a real treat for them. Sometimes people on the spectrum avoid places like this, other times...they crave it. 
#youtube #fun #education #autism #cars #lamborghini #porsche #mustang #corvette #racing #autistic 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",3387,213,0,521,false,public,"[array([[[ 6,  0,  0],
        [ 0,  0, 14],
        [ 0,  0, 21],
        ...,
        [ 0,  0,  2],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 6,  0,  0],
        [ 0,  0, 11],
        [ 0,  0, 16],
        ...,
        [ 0,  0,  2],
        [ 0,  0,  2],
        [ 0,  0,  0]],

       [[ 4,  0,  0],
        [ 0,  0,  7],
        [ 0,  0, 11],
        ...,
        [ 0,  0,  2],
        [ 0,  0,  2],
        [ 0,  0,  2]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,4,64,8,56,1.1428571428571428,3.8035714285714284,60.482142857142854,0.06288751107174491,Monday,June,0,0,43,0.5106,0.802
18,U7VRb0DNuvA,2023-06-03 20:45:15+00:00,"['trip', 'ASD', 'errand', 'costco', 'fun', 'autistic', 'adhd']",87,Autism Family at Costco,"Running errands may sound boring, but sometimes it's what you make of it that counts. Our kids actually like doing this kind of thing, especially in the longer summer months.
#youtube #autism #autistic #costco #fun #education 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",5726,361,0,519,false,public,"[array([[[ 0, 10,  0],
        [ 0,  6,  0],
        [ 0,  4,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  4,  0],
        [ 0,  0,  0],
        [ 1,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 3,  0,  5],
        [ 8,  0,  4],
        [ 8,  0,  2],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  2]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,4,50,7,58,1.5,6.224137931034483,98.72413793103448,0.06304575619979043,Saturday,June,0,0,38,0.0,0.3818
19,5ttAkxs9Hck,2023-06-01 19:12:47+00:00,"['autistic', 'brain', 'function', 'ASD', 'ADHD', 'help', 'learn', 'autism']",125,3 Ways to Understand Autism Better,"If you're wondering why autistic people act differently or why they stim or have meltdowns or other behaviors, please watch this video. We think you'll find it to be helpful. If you're autistic please share your experiences. Also let us know if you have questions, thanks!
#youtube #autism #education #countdown #tips #autismdiagnosis #help

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",10994,672,0,543,false,public,"[array([[[0, 3, 0],
        [0, 5, 0],
        [0, 5, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[3, 1, 0],
        [0, 3, 0],
        [0, 3, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[6, 0, 0],
        [0, 0, 0],
        [0, 1, 4],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,67,8,60,2.0833333333333335,11.2,183.23333333333332,0.061124249590685825,Thursday,June,0,1,39,0.4404,0.8955
20,1PXGv8oVRM8,2023-05-29 22:07:27+00:00,"['autism', 'youtube', 'fun', 'asd', 'summer', 'play', 'memorial day']",74,Autism Family's Summer Kickoff!,"The kids are officially out of school for the next couple of months. Let's get things started off with a bang! POOL DAY!
#youtube #fun #autism #education #autistic #memorialday #pool #summer 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Our other channel (Nostalgia Fix): https://www.youtube.com/@NostalgiaFix81",5370,359,0,509,false,public,"[array([[[18,  0,  0],
        [10,  0,  0],
        [ 0,  2,  0],
        ...,
        [ 8,  0,  4],
        [ 7,  0,  4],
        [ 7,  0,  4]],

       [[11,  0,  0],
        [ 6,  0,  0],
        [ 0,  1,  0],
        ...,
        [ 0,  0,  2],
        [ 0,  0,  2],
        [ 0,  0,  2]],

       [[ 0,  2,  0],
        [ 0,  1,  0],
        [ 0,  1,  0],
        ...,
        [ 0,  5,  0],
        [ 0,  5,  0],
        [ 0,  5,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,4,45,7,63,1.1746031746031746,5.698412698412699,85.23809523809524,0.06685288640595903,Monday,May,0,0,40,0.0,0.0
21,gbZXq6wHedI,2023-05-26 20:27:30+00:00,"['autism', 'autistic', 'asd', 'blessings', 'hope']",88,"3 Autistic Boys, 3 Blessings","There are many ways our children have blessed our lives. We want to share those positives with the world to let people know it's worth it, hang in there ;)
#autism #education #youtube #education #help 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",6102,380,0,899,false,public,"[array([[[7, 0, 0],
        [0, 3, 2],
        [0, 8, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[3, 0, 0],
        [0, 1, 0],
        [0, 3, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 1, 0]],

       [[0, 1, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 1, 0],
        [0, 1, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,43,5,66,1.3333333333333333,5.757575757575758,92.45454545454545,0.06227466404457555,Friday,May,0,2,35,0.5423,0.9118
22,jmWGSmdbH6o,2023-05-22 19:02:56+00:00,"['autism', 'life', 'choice', 'happy', 'education', 'spectrum', 'living']",281,"""You had one autistic kid...why more?""","We've been getting this question more and more and I feel it's fairly problematic. Let's talk about it.
#autism #awareness #education #youtube #asd #spectrum #autistic #life 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",9594,737,0,535,false,public,"[array([[[ 0,  5,  0],
        [ 0,  4,  7],
        [ 0,  2, 11],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  3,  0],
        [ 0,  2,  7],
        [ 0,  0, 11],
        ...,
        [ 0,  1,  0],
        [ 0,  1,  0],
        [ 0,  1,  0]],

       [[ 0,  1,  0],
        [ 0,  0,  7],
        [ 1,  0,  9],
        ...,
        [ 0,  1,  0],
        [ 0,  1,  0],
        [ 0,  1,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,6,34,7,70,4.014285714285714,10.528571428571428,137.05714285714285,0.07681884511152803,Monday,May,0,0,38,0.0,-0.4404
23,EGpG65rUUp4,2023-05-18 21:26:02+00:00,"['Autism', 'ASD', 'puzzle', 'cookie monster', 'Cheyenne Stevens', 'car', 'mustang', 'ford f150']",47,Autistic Girl Educates with Sports Car?,"So in a random encounter we ran into Cheyenne Stevens who is on the autism spectrum. She educates others about autism with this custom Ford Mustang. It's very special and she has a great story to tell about it.
#youtube #fun #autism #ford #mustang #autistic  #education 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",3745,274,0,485,false,public,"[array([[[ 0,  1, 16],
        [ 0,  3, 14],
        [ 0,  3,  2],
        ...,
        [ 0,  0,  0],
        [ 0,  1,  0],
        [ 0,  1,  0]],

       [[ 0,  2, 11],
        [ 0,  3,  9],
        [ 0,  2,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  1,  0]],

       [[ 0,  0,  7],
        [ 0,  1,  5],
        [ 0,  1,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,6,54,8,74,0.6351351351351351,3.7027027027027026,50.608108108108105,0.07316421895861148,Thursday,May,0,0,37,0.0,0.796
24,8G6sb66s1B4,2023-05-15 19:22:31+00:00,"['autism', 'visit', 'in person', 'school', 'education', 'career', 'future', 'asd']",53,See Us in Person and Channel Update,"We'd love to see some of our subscribers if you live near Ogden, Utah. There is a STEM fair at the elementary listed in the video on May 17th, 4-7pm. We also have some other updates. Thanks everyone!
#youtube #fun #education #autism #autistic #STEM 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",2803,240,0,287,false,public,"[array([[[ 0,  0, 11],
        [ 0,  0,  9],
        [ 1,  0,  7],
        ...,
        [ 1,  0,  2],
        [ 1,  0,  2],
        [ 1,  0,  2]],

       [[ 1,  0,  5],
        [ 0,  0,  5],
        [ 0,  0,  5],
        ...,
        [ 1,  0,  2],
        [ 1,  0,  2],
        [ 1,  0,  2]],

       [[ 4,  0,  0],
        [ 0,  0,  0],
        [ 0,  1,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,7,52,8,77,0.6883116883116883,3.116883116883117,36.4025974025974,0.08562254727078131,Monday,May,0,0,40,0.0,0.8655
25,T3pLpkUYb3Y,2023-05-13 15:48:35+00:00,"['autism', 'youtube', 'zelda', 'tears of the kingdom', 'link', 'video games', 'asd', 'autistic', 'education', 'fun', 'nintendo switch']",70,Zelda Tears of the Kingdom for Autistic Kids,"Hi friends! Thanks to our patrons we were able to get the boys Zelda Tears of the Kingdom. How is this good for their autism? We'll explain. Let us know if you are playing this video game and what you think!
#youtube #fun #videogames #autism #nintendo #autistic #zelda #switch  

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",5176,301,0,414,false,public,"[array([[[15,  0, 18],
        [ 6,  0, 12],
        [ 1,  0,  5],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 8,  0, 11],
        [ 0,  0,  7],
        [ 0,  2,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 1,  0,  4],
        [ 0,  4,  0],
        [ 0,  7,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,8,57,11,79,0.8860759493670886,3.810126582278481,65.51898734177215,0.05815301391035549,Saturday,May,0,0,38,-0.2263,0.8812
